date,code,totalCnt,forignerHaveLimit,forignerHaveCnt,min52week,max52week,per,eps,per_eps_date,estimate_per,estimate_eps,pbr,bps,pbr_bps_date,dvr
2021.03.05 기준(장마감),090430,58458490,58458490,19077542,254000,141500,381.03,622,2020.09,50.00,4723,3.59,66032,2020.09,0.34
2021.03.05 기준(장마감),003670,77463220,77463220,5504678,184500,30974,361.80,445,2020.09,114.00,1411,10.48,15365,2020.09,0.18
2021.03.05 기준(장마감),086790,300242062,300242062,202864303,40800,18450,4.72,8176,2020.09,4.00,9082,0.37,104821,2020.09,4.80
2021.03.05 기준(장마감),011170,34275419,34275419,9162150,338000,114500,95.18,3383,2020.09,10.00,33286,0.85,380745,2020.09,1.12
2021.03.05 기준(장마감),033780,137292497,137292497,54430674,89500,63000,11.13,7158,2020.09,10.00,8321,1.14,70129,2020.09,6.02
2021.03.05 기준(장마감),251270,85886499,85886499,20313739,204500,80000,49.62,2469,2020.09,29.00,4157,1.96,62399,2020.09,0.63
2021.03.05 기준(장마감),010950,112582792,112582792,85944145,91500,48450,0,-7458,2020.09,21.00,4152,1.82,47812,2020.09,0
2021.03.05 기준(장마감),018880,533800000,533800000,103314597,20200,8100,65.59,263,2020.09,25.00,689,4.30,4015,2020.09,1.86
2021.03.05 기준(장마감),000810,47374837,47374837,21111128,212000,117500,13.38,13677,2020.09,11.00,16730,0.51,357348,2020.09,4.81
2021.03.05 기준(장마감),326030,78313250,78313250,8113401,269500,98000,0,-1100,2019.12,0,0,19.37,5653,2019.12,0
2021.03.05 기준(장마감),034220,357815700,357815700,86269116,25350,8850,0,-6872,2020.09,9.00,2431,0.74,30549,2020.09,0
2021.03.05 기준(장마감),010130,18870000,18870000,4243974,467000,276500,13.71,29683,2020.09,12.00,35181,1.04,389688,2020.09,3.69
2021.03.05 기준(장마감),009540,70773116,70773116,11739982,124500,64200,354.30,302,2020.09,69.00,1550,0.65,164167,2020.09,0
2021.03.05 기준(장마감),352820,35623760,35623760,3156376,351000,141000,0,0,2019.12,43.00,4797,0,0,2019.12,0
2021.03.05 기준(장마감),086280,37500000,37500000,12276640,235000,70300,10.88,17793,2020.09,12.00,16069,1.47,131348,2020.09,1.81
2021.03.05 기준(장마감),011200,328061190,328061190,33626089,20850,2120,0,-310,2020.09,4.00,6030,4.24,5178,2020.09,0
2021.03.05 기준(장마감),011780,30467691,30467691,8272679,293500,43800,20.02,11687,2020.09,8.00,27593,2.24,104401,2020.09,0
2021.03.05 기준(장마감),009830,159864497,159864497,28278685,58740,9082,0,-541,2020.09,13.00,3467,1.21,36333,2020.09,0
2021.03.05 기준(장마감),316140,722267683,722267683,180619727,10750,6320,5.15,1865,2020.09,4.00,2299,0.31,31502,2020.09,0
2021.03.05 기준(장마감),030200,261111808,127944788,111197527,27350,17250,11.08,2347,2020.09,9.00,2998,0.45,57342,2020.09,5.19
2021.03.05 기준(장마감),024110,738664360,738664360,79412941,10150,5860,4.42,1958,2020.09,4.00,2004,0.29,29815,2020.09,0
2021.03.05 기준(장마감),097950,15054186,15054186,3713166,474000,148000,8.51,48157,2020.09,12.00,35504,1.18,346067,2020.09,0.98
2021.03.05 기준(장마감),006800,645316408,645316408,94448137,11100,3505,9.79,957,2020.09,9.00,1054,0.65,14496,2020.09,2.13
2021.03.05 기준(장마감),004020,133445785,133445785,25699248,49550,12400,0,-1846,2020.09,23.00,1879,0.34,125533,2020.09,1.16
2021.03.05 기준(장마감),161390,123875069,123875069,51153427,54000,15050,22.33,2078,2020.09,10.00,4628,0.77,60301,2020.09,1.40
2021.03.05 기준(장마감),035250,213940500,213940500,48148071,26700,16000,0,-888,2020.09,58.00,451,1.62,16215,2020.09,0
2021.03.05 기준(장마감),002790,82458180,82458180,16572687,67500,43500,229.68,283,2020.09,43.00,1528,1.78,36619,2020.09,0.35
2021.03.05 기준(장마감),032640,436611361,213939571,128156720,14250,9210,6.45,1815,2020.09,8.00,1524,0.67,17390,2020.09,3.85
2021.03.05 기준(장마감),271560,39536132,39536132,16773580,164500,87300,18.63,6924,2020.09,16.00,7926,2.79,46201,2020.09,0.58
2021.03.05 기준(장마감),019170,52984990,52984990,5823090,214000,6510,925.49,102,2020.09,0,0,12.66,7454,2020.09,0.11
2021.03.05 기준(장마감),139480,27875819,27875819,8668483,191500,97300,8.83,20035,2020.09,14.00,12452,0.52,337167,2020.09,1.13
2021.03.05 기준(장마감),011070,23667107,23667107,7237687,238000,75700,20.80,9977,2020.12,10.00,21655,2.02,102588,2020.12,0.34
2021.03.05 기준(장마감),003490,174209713,87087437,20051644,31950,8299,0,-3400,2020.09,-1259.00,-22,1.98,14018,2020.09,0
2021.03.05 기준(장마감),071050,55725992,55725992,17535683,96200,30000,7.90,10929,2020.09,6.00,15160,0.95,91165,2020.09,0
2021.03.05 기준(장마감),021240,73799619,73799619,44111437,93300,47200,13.35,4839,2020.09,11.00,6055,3.28,19700,2020.09,1.86
2021.03.05 기준(장마감),006280,11686538,11686538,2187912,538000,97400,100.46,3728,2020.09,54.00,6883,3.89,96302,2020.09,0.40
2021.03.05 기준(장마감),000720,111355765,111355765,21236205,46500,19150,19.04,2051,2020.09,10.00,3839,0.64,60646,2020.09,1.54
2021.03.05 기준(장마감),011790,37868298,37868298,3404647,143000,27700,50.60,2253,2020.09,31.00,3676,2.19,52064,2020.09,0.88
2021.03.05 기준(장마감),000100,69972959,69972959,13553573,81000,35884,23.38,2596,2020.09,35.00,1751,2.14,28299,2020.09,0.63
2021.03.05 기준(장마감),267250,15798617,15798617,2754791,327500,160500,0,-3301,2020.09,69.00,3861,2.80,95497,2020.09,1.39
2021.03.05 기준(장마감),010140,630000000,630000000,95235214,7930,3070,0,-1983,2020.09,-26.00,-249,0.88,7335,2020.09,0
2021.03.05 기준(장마감),034020,374637255,374637255,40011334,17700,2200,0,-4636,2020.09,0,0,1.62,6664,2020.09,0
2021.03.05 기준(장마감),008930,67304611,67304611,1151233,96600,18587,268.18,220,2020.09,0,0,6.04,9768,2020.09,0
2021.03.05 기준(장마감),180640,66262654,66262654,10257700,111000,38900,0,-6063,2020.09,0,0,4.03,14526,2020.09,0
2021.03.05 기준(장마감),000120,22812344,22812344,4856803,194500,110000,30.11,5547,2020.09,22.00,7440,0.98,170246,2020.09,0
2021.03.05 기준(장마감),029780,115858891,115858891,12727440,35700,22000,9.17,3557,2020.09,9.00,3551,0.49,66088,2020.09,5.52
2021.03.05 기준(장마감),128940,12078282,12078282,1618115,427000,209618,0,-103,2020.09,66.00,4756,5.29,58954,2020.09,0
2021.03.05 기준(장마감),285130,11741396,11741396,2411067,467000,49100,14.37,21916,2020.09,0,0,4.14,76041,2020.09,0.63
2021.03.05 기준(장마감),023530,28288755,28288755,3482676,132000,57800,0,-47402,2020.09,23.00,5596,0.35,366314,2020.09,2.19
2021.03.05 기준(장마감),078930,92915378,92915378,17210152,42050,30300,0,-922,2020.09,6.00,5937,0.43,90703,2020.09,4.93
2021.03.05 기준(장마감),004990,104909237,104909237,11708207,46650,20050,0,-6835,2020.09,11.00,3016,0.35,94716,2020.09,3.05
2021.03.05 기준(장마감),028670,534569512,534569512,60239708,6180,2055,25.42,253,2020.09,18.00,351,1.13,5680,2020.09,0.78
2021.03.05 기준(장마감),003410,503859595,503859595,13714615,7420,4217,27.39,249,2020.09,21.00,331,2.00,3413,2020.09,6.45
2021.03.05 기준(장마감),336260,65493726,65493726,12703890,65400,3934,151.91,341,2020.09,179.00,289,21.08,2457,2020.09,0
2021.03.05 기준(장마감),016360,89300000,89300000,23729122,47250,20450,7.16,5267,2020.09,6.00,6685,0.65,58223,2020.09,5.84
2021.03.05 기준(장마감),026960,99700000,99700000,4109103,44500,14150,24.19,1387,2020.09,0,0,2.42,13851,2020.09,2.09
2021.03.05 기준(장마감),241560,100249166,100249166,23191073,37100,13050,17.83,1848,2020.09,12.00,2841,0.79,41713,2020.09,0
2021.03.05 기준(장마감),008770,39248121,39248121,7383409,90900,60700,0,-3295,2020.09,173.00,483,4.30,19444,2020.09,0.24
2021.03.05 기준(장마감),010060,23849371,23849371,4954041,133000,26450,0,-30950,2020.09,19.00,7084,1.27,107869,2020.09,0
2021.03.05 기준(장마감),047810,97475107,97475107,13615236,41000,16150,24.56,1358,2020.09,31.00,1065,2.62,12715,2020.09,0.60
2021.03.05 기준(장마감),039490,25952532,25952532,5995242,167500,50000,5.45,22659,2020.09,5.00,25894,1.18,105033,2020.09,0
2021.03.05 기준(장마감),012750,37999178,37999178,21301601,104500,72000,21.74,3800,2020.09,0,0,2.06,40174,2020.09,3.03
2021.03.05 기준(장마감),005940,281408887,281408887,45051752,12900,6300,5.37,2058,2020.09,5.00,2182,0.57,19249,2020.09,0
2021.03.05 기준(장마감),020150,46110835,46110835,4290233,82300,21700,69.81,964,2020.09,65.00,1039,5.11,13170,2020.09,0
2021.03.05 기준(장마감),036460,92313000,27693901,8254402,35300,16450,0,-5436,2020.09,9.00,3726,0.39,86590,2020.09,0
2021.03.05 기준(장마감),005830,70800000,70800000,28668468,54600,23750,5.54,7850,2020.09,6.00,7787,0.40,109727,2020.09,5.06
2021.03.05 기준(장마감),006360,85288095,85288095,23547193,45200,14650,9.42,3822,2020.09,5.00,6553,0.70,51747,2020.09,3.33
2021.03.05 기준(장마감),204320,46957120,46957120,11700265,89000,16200,0,-1181,2020.09,14.00,4461,1.82,34515,2020.09,0
2021.03.05 기준(장마감),282330,17283906,17283906,5610579,181000,105500,22.19,7570,2020.09,18.00,9294,4.32,38910,2020.09,1.43
2021.03.05 기준(장마감),004170,9845181,9845181,2445248,295000,199000,0,-31123,2020.09,15.00,19155,0.86,343130,2020.09,0.51
2021.03.05 기준(장마감),007070,77000000,77000000,11568407,44900,25100,17.08,2187,2020.12,18.00,2134,1.25,29928,2020.12,2.41
2021.03.05 기준(장마감),088350,868530000,868530000,60681766,3665,881,12.41,263,2020.09,12.00,280,0.18,18434,2020.09,0.92
2021.03.05 기준(장마감),008560,675961727,675961727,95250710,4055,2020,4.96,816,2020.09,6.00,679,0.64,6340,2020.09,7.90
2021.03.05 기준(장마감),112610,42171403,42171403,3806948,108000,7710,45.12,1434,2020.09,31.00,2106,4.98,13002,2020.09,0.73
2021.03.05 기준(장마감),001040,29176998,29176998,5522376,118500,52300,15.20,6020,2020.09,10.00,9540,0.64,142604,2020.09,2.19
2021.03.05 기준(장마감),042660,107290669,107290669,9895799,30700,10850,15.29,1625,2020.09,8.00,3001,0.66,37566,2020.09,0
2021.03.05 기준(장마감),014680,11335195,11335195,4501169,255000,63800,22.56,10393,2020.09,17.00,13822,4.81,48786,2020.09,0.77
2021.03.05 기준(장마감),047050,123375149,123375149,11003431,25400,8640,11.53,1813,2020.09,9.00,2334,0.81,25908,2020.09,3.35
2021.03.05 기준(장마감),000080,70133611,70133611,5324413,47050,21150,34.69,1058,2020.09,22.00,1692,2.35,15609,2020.09,0
2021.03.05 기준(장마감),081660,60752222,60752222,28324725,48550,18850,14.19,2966,2020.09,10.00,4192,1.84,22900,2020.09,0.46
2021.03.05 기준(장마감),028050,196000000,196000000,47874562,14700,6910,9.82,1303,2020.09,8.00,1571,1.61,7942,2020.09,0
2021.03.05 기준(장마감),000990,44398588,44398588,8768090,74300,14500,14.46,3706,2020.09,0,0,2.98,17994,2020.09,0.65
2021.03.05 기준(장마감),009240,23533928,23533928,5448366,123500,46000,35.46,2848,2020.09,26.00,3880,2.96,34065,2020.09,1.29
2021.03.05 기준(장마감),047040,415622638,415622638,37617148,6700,2250,11.99,463,2020.09,5.00,1060,0.86,6438,2020.09,0
2021.03.05 기준(장마감),006650,6500000,6500000,1389315,405500,60600,17.96,19576,2020.12,9.00,38728,1.15,306685,2020.12,0.85
2021.03.05 기준(장마감),011210,27195083,27195083,2814710,108500,19850,17.89,4628,2020.09,18.00,4479,0.69,120437,2020.09,0.85
2021.03.05 기준(장마감),030000,115041225,115041225,37594099,23050,11550,16.44,1180,2020.09,14.00,1421,2.04,9506,2020.09,4.33
2021.03.05 기준(장마감),064350,109142293,109142293,5670061,24250,8730,0,-1761,2020.09,50.00,401,1.61,12404,2020.09,0
2021.03.05 기준(장마감),185750,11426099,11426099,1366468,273774,58093,22.42,8429,2020.09,0,0,3.95,47895,2020.09,0.50
2021.03.05 기준(장마감),000880,74958735,74958735,14541377,37600,11850,11.67,2454,2020.09,7.00,4392,0.53,54354,2020.09,2.44
2021.03.05 기준(장마감),006260,32200000,32200000,4634875,80000,24050,0,-72,2020.09,10.00,6476,0.57,116525,2020.09,2.19
2021.03.05 기준(장마감),007700,15400000,15400000,1585744,156000,79900,24.39,5657,2020.09,17.00,7917,4.21,32799,2020.09,0.73
2021.03.05 기준(장마감),007310,3671981,3671981,600942,627000,402000,19.53,29596,2020.09,15.00,39488,1.44,401831,2020.09,1.38
2021.03.05 기준(장마감),375500,19358738,19358738,3821894,136000,103500,0,0,,0,0,0,0,,0
2021.03.05 기준(장마감),272210,110230389,110230389,3241697,22850,4670,27.20,706,2019.12,28.00,686,2.14,8978,2019.12,1.20
2021.03.05 기준(장마감),069960,23402441,23402441,3674091,88700,52600,18.34,4881,2020.09,11.00,7884,0.47,192456,2020.09,1.12
2021.03.05 기준(장마감),010620,39942149,39942149,5337646,58100,20150,44.92,1162,2020.09,33.00,1584,0.88,59115,2020.09,0
2021.03.05 기준(장마감),001450,89400000,89400000,32288241,28000,16600,5.68,4075,2020.09,6.00,4001,0.37,63157,2020.09,4.32
2021.03.05 기준(장마감),138930,325935246,325935246,130199154,6420,3565,4.25,1474,2020.09,4.00,1756,0.23,26771,2020.09,5.11
2021.03.05 기준(장마감),003090,58141980,58141980,3226936,86700,6470,39.86,868,2020.09,0,0,2.27,15248,2020.09,0
2021.03.05 기준(장마감),111770,44311468,44311468,10920285,43550,16200,11.61,3696,2020.09,10.00,4101,0.95,45125,2020.09,0
2021.03.05 기준(장마감),012450,50630000,50630000,9207401,46650,14850,25.95,1426,2020.09,14.00,2675,0.74,50024,2020.09,1.62
2021.03.05 기준(장마감),002380,8886471,8886471,1059805,226500,106000,0,-315,2020.09,0,0,0.37,542803,2020.09,2.84
2021.03.05 기준(장마감),017800,40815191,40815191,11133685,52800,24208,19.28,2233,2020.09,13.00,3324,1.78,24203,2020.09,0
2021.03.05 기준(장마감),005250,47028210,47028210,2542788,56300,14600,35.21,1058,2020.09,0,0,2.13,17448,2020.09,1.34
2021.03.05 기준(장마감),004800,21071025,21071025,1782924,95000,48800,0,-2133,2020.09,0,0,0.73,112329,2020.09,6.14
2021.03.05 기준(장마감),042670,216185809,216185809,13060804,10550,2500,10.18,775,2020.09,7.00,1137,0.68,11650,2020.09,0
2021.03.05 기준(장마감),294870,65907330,65907330,6982711,32250,12000,6.40,4030,2020.09,5.00,5586,0.64,40352,2020.09,2.33
2021.03.05 기준(장마감),010780,30892606,30892606,1605105,59300,15550,13.02,4148,2020.09,9.00,6028,1.40,38578,2020.09,0
2021.03.05 기준(장마감),004370,6082642,6082642,1011025,401500,233000,12.27,22289,2020.09,14.00,19279,0.78,351889,2020.09,1.46
2021.03.05 기준(장마감),010120,30000000,30000000,4065638,79200,25550,21.23,2595,2020.09,13.00,4162,1.16,47563,2020.09,2.00
2021.03.05 기준(장마감),000240,93020173,93020173,8342267,23400,7400,14.19,1198,2020.09,0,0,0.46,36684,2020.09,2.94
2021.03.05 기준(장마감),003000,64837978,64837978,3240850,42537,12016,11850.00,2,2020.09,0,0,5.89,4022,2020.09,0.38
2021.03.05 기준(장마감),069620,11586575,11586575,533159,286500,63200,0,-143,2020.09,0,0,2.61,49193,2020.09,0
2021.03.05 기준(장마감),120110,26978840,26978840,4298583,59000,20300,9.76,5585,2020.09,13.00,4306,0.76,72011,2020.09,1.84
2021.03.05 기준(장마감),031430,7140000,7140000,284271,220000,134000,32.30,6315,2020.09,23.00,8876,2.36,86264,2020.09,0.54
2021.03.05 기준(장마감),032350,69275662,69275662,3640119,22150,6800,0,-681,2020.09,0,0,5.22,3967,2020.09,0
2021.03.05 기준(장마감),161890,22881180,22881180,6516283,59900,30450,42.37,1390,2020.09,21.00,2821,2.70,21825,2020.09,0
2021.03.05 기준(장마감),001740,248187647,248187647,29636165,5950,3820,0,-231,2020.09,21.00,254,0.55,9754,2020.09,2.24
2021.03.05 기준(장마감),013890,14406749,14406749,3239196,112000,39000,18.57,4955,2020.09,0,0,2.89,31826,2020.09,0.87
2021.03.05 기준(장마감),004000,25800000,25800000,5884487,66500,23550,7.74,6631,2020.09,8.00,6094,0.83,62116,2020.09,2.92
2021.03.05 기준(장마감),051600,45000000,45000000,4530663,34050,24500,10.32,2694,2020.09,9.00,3155,1.21,22983,2020.09,0
2021.03.05 기준(장마감),016380,100008897,100008897,158203,21300,4950,14.93,824,2020.09,0,0,1.30,9462,2020.09,0.81
2021.03.05 기준(장마감),014820,25618511,25618511,449641,63400,13100,26.99,1760,2020.09,0,0,2.52,18845,2020.09,1.26
2021.03.05 기준(장마감),000210,15441262,15441262,4361375,97500,43328,4.14,18894,2020.09,0,0,0.46,169000,2020.09,1.66
2021.03.05 기준(장마감),214320,20000000,20000000,6046337,70400,41300,18.81,3211,2020.09,15.00,4033,1.56,38672,2020.09,2.98
2021.03.05 기준(장마감),004490,14000000,14000000,3458816,146500,22300,15.99,5279,2020.09,0,0,1.02,82357,2020.09,0.59
2021.03.05 기준(장마감),192820,10049509,10049509,2423117,127500,60000,28.96,4040,2020.09,19.00,6080,3.20,36511,2020.09,0
2021.03.05 기준(장마감),003520,182892731,182892731,7899622,12800,3530,0,-4,2020.09,0,0,9.83,646,2020.09,0
2021.03.05 기준(장마감),009420,52240638,52240638,3499130,41950,14650,58.62,377,2020.09,58.00,381,6.73,3285,2020.09,0
2021.03.05 기준(장마감),000670,1842040,1842040,89116,660000,382000,6.20,100629,2020.09,0,0,0.32,1959363,2020.09,1.60
2021.03.05 기준(장마감),006120,19037855,19037855,1919282,91600,15400,3.93,15229,2020.09,0,0,0.63,94360,2020.09,1.67
2021.03.05 기준(장마감),073240,287260287,287260287,15290348,4280,2585,0,-349,2020.09,0,0,0.96,4124,2020.09,0
2021.03.05 기준(장마감),005300,8975123,8975123,929924,132500,78900,0,-9751,2020.09,21.00,6016,0.84,149063,2020.09,0
2021.03.05 기준(장마감),020560,74411764,37198441,14542438,29714,9705,0,-11565,2020.09,-7.00,-2211,2.19,6708,2020.09,0
2021.03.05 기준(장마감),003850,52120000,52120000,3538629,30100,7686,36.92,558,2020.09,33.00,633,3.01,6838,2020.09,0.44
2021.03.05 기준(장마감),114090,61855670,61855670,4298357,18150,10750,0,-215,2020.09,-50.00,-348,2.05,8420,2020.09,0
2021.03.05 기준(장마감),001120,38760000,38760000,9664230,30000,6590,7.36,3670,2020.09,11.00,2422,0.70,38555,2020.09,1.48
2021.03.05 기준(장마감),192080,18374502,18374502,2416424,85800,35400,9.55,5832,2020.09,7.00,7495,1.37,40763,2020.09,0.63
2021.03.05 기준(장마감),241590,60545435,60545435,2693436,16950,7750,23.29,702,2020.09,28.00,591,1.92,8497,2020.09,0
2021.03.05 기준(장마감),079160,35100000,35100000,2130978,30350,12608,0,-18557,2020.09,-10.00,-2791,7.14,3923,2020.09,0
2021.03.05 기준(장마감),003240,1113400,1113400,85746,1038000,487000,9.47,93173,2020.09,0,0,0.22,3976576,2020.09,0
2021.03.05 기준(장마감),103140,28024278,28024278,3524355,39700,13500,21.03,1643,2020.09,9.00,3670,0.69,50330,2020.09,1.74
2021.03.05 기준(장마감),192400,7112437,7112437,417207,134500,58900,9.29,14536,2020.09,0,0,1.13,119584,2020.09,0
2021.03.05 기준(장마감),069260,40878588,40878588,3570067,27650,12100,19.47,1179,2020.09,10.00,2210,1.32,17352,2020.09,4.36
2021.03.05 기준(장마감),001230,95432737,95432737,24481200,9890,2780,0,-570,2020.09,0,0,0.45,21689,2020.09,2.04
2021.03.05 기준(장마감),020000,24630000,24630000,7116869,39650,15900,11.52,3300,2020.09,10.00,3847,0.77,49598,2020.09,1.18
2021.03.05 기준(장마감),005440,97704482,97704482,10885062,9990,4815,22.21,426,2020.09,0,0,0.47,20075,2020.09,2.22
2021.03.05 기준(장마감),057050,12000000,5880000,3514582,88400,42300,10.26,7494,2020.09,6.00,12874,0.49,157495,2020.09,2.86
2021.03.05 기준(장마감),064960,14623136,14623136,3436396,81600,23900,16.95,3723,2020.12,11.00,5955,1.14,55310,2020.12,2.54
2021.03.05 기준(장마감),093370,92606819,92606819,4660289,14000,4600,0,-55,2020.09,0,0,4.21,2324,2020.09,0
2021.03.05 기준(장마감),284740,22437330,22437330,1248900,48750,24000,11.69,3426,2020.09,0,0,1.83,21937,2020.09,0
2021.03.05 기준(장마감),071840,23607712,23607712,2762970,45250,11050,0,-3112,2020.09,8.00,4832,0.45,84414,2020.09,3.19
2021.03.05 기준(장마감),001800,62645422,62645422,4068486,15150,10400,12.53,1113,2020.09,0,0,0.43,32821,2020.09,4.66
2021.03.05 기준(장마감),001680,34648025,34648025,5389052,30300,13150,6.02,4180,2020.09,7.00,3615,0.82,30643,2020.09,0
2021.03.05 기준(장마감),105630,40000000,40000000,3122215,21900,6810,132.52,163,2020.09,12.00,1739,2.01,10729,2020.09,2.32
2021.03.05 기준(장마감),079550,22000000,22000000,1480726,47050,15600,25.38,1454,2020.09,12.00,3047,1.22,30362,2020.09,2.44
2021.03.05 기준(장마감),000150,16523835,16523835,1208846,66700,25700,9.73,4908,2020.09,0,0,0.51,93908,2020.09,4.19
